"APPOINT_ID","TRADE_ID","ORDER_ID","CARD_PAYMENT_AMOUNT","PAYMENT_METHOD","CASHPO_USED_AMOUNT","AMOUNT_UNSETTLED","PAYMENT_STATUS","FINALIZE_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"57","5b83aa9f120b120180827163911","201050382","53621","1","0","0","3",\N,\N,"2018-08-27 16:39:25","B7403","2018-08-27 17:11:25","2"
"58","5b83aaef79cea20180827164031","201050383","52421","1","1200","0","3",\N,\N,"2018-08-27 16:40:51","B7403","2018-08-27 17:12:01","2"
"59","5b83ab52535e220180827164210","201050384","54621","1","0","0","3",\N,\N,"2018-08-27 16:42:29","B7403","2018-08-27 17:12:41","2"
"62","5b83ad87c64b020180827165135","201050388","43559","1","0","0","3",\N,\N,"2018-08-27 16:51:51","B7403","2018-08-28 11:38:20","2"
"63","5b83add2d88bd20180827165250","201050390","42059","1","1500","0","3",\N,\N,"2018-08-27 16:53:18","B7403","2018-08-28 11:39:21","2"
"64","5b83ae3833d6720180827165432","201050392","44559","1","0","0","3",\N,\N,"2018-08-27 16:55:15","B7403","2018-08-28 11:39:55","2"
"204","5cb55b904e25d20190416133528","0","0","0","9","0","1",\N,\N,"2019-04-16 13:36:00",\N,"2019-04-14 00:00:00","1"
"205","5cb55bcca317720190416133628","0","0","0","9","0","1",\N,\N,"2019-04-16 13:36:43",\N,"2019-04-14 12:34:56","1"
"206","5cb55bf3d667420190416133707","0","0","0","9","0","1",\N,\N,"2019-04-16 13:37:25",\N,"2019-04-14 23:59:59","1"
"207","5cb55c238d46220190416133755","0","0","0","9","0","1",\N,\N,"2019-04-16 13:38:09",\N,"2019-04-15 00:00:00","1"
"208","5cb55c4c6500220190416133836","0","0","0","9","0","1",\N,\N,"2019-04-16 13:38:53",\N,"2019-04-15 12:34:56","1"
"209","5cb55c7b8bcd820190416133923","0","0","0","9","0","1",\N,\N,"2019-04-16 13:39:37",\N,"2019-04-15 23:59:59","1"
"210","5cb55ca289e8e20190416134002","0","0","0","9","0","1",\N,\N,"2019-04-16 13:40:15",\N,"2019-04-16 00:00:00","1"
"211","5cb55cc46b3bd20190416134036","0","0","0","9","0","1",\N,\N,"2019-04-16 13:40:49",\N,"2019-04-16 12:34:56","1"
"212","5cb55cf0ae8cb20190416134120","0","0","0","9","0","1",\N,\N,"2019-04-16 13:41:40",\N,"2019-04-16 23:59:59","1"
