"APPOINT_ID","TRADE_ID","ORDER_ID","CARD_PAYMENT_AMOUNT","PAYMENT_METHOD","CASHPO_USED_AMOUNT","AMOUNT_UNSETTLED","PAYMENT_STATUS","FINALIZE_DATE","CREATE_USER_NO","CREATE_DATE","MODIFY_USER_NO","MODIFY_DATE","DATA_VERSION"
"1709","5c21b898e38b820181225135656","201054802","5306","1","40","0","3",\N,\N,"2018-12-25 13:57:31",\N,\N,"1"
"1711","5c21bfc4e452120181225142732","201054811","5346","1","0","0","2","2018-12-25 14:30:03",\N,"2018-12-25 14:27:54","OP200","2018-12-25 14:30:03","2"
"1713","5c21c0f1851a620181225143233","201054812","5346","1","0","0","2","2018-12-25 14:34:27",\N,"2018-12-25 14:32:50","OP200","2018-12-25 14:34:27","2"
"1719","5c22db607c6d520181226103736","201054838","5346","1","0","0","2","2018-12-26 10:42:07",\N,"2018-12-26 10:37:57","OP200","2018-12-26 10:42:07","2"
"1727","5c248ae742b8820181227171847","201054896","5346","1","0","0","2","2018-12-28 11:30:02",\N,"2018-12-27 17:19:09","OP200","2018-12-28 11:30:02","2"
"1730","5c248b7c8356c20181227172116","201054897","99","1","0","0","2","2019-01-03 11:00:06",\N,"2018-12-27 17:21:34","OP200","2019-01-03 11:00:06","2"
"1731","5c248e8086dfa20181227173408","201054898","9900","1","0","0","1",\N,\N,"2018-12-27 17:34:34",\N,\N,"1"
"1734","5c2590ab7185d20181228115539","201054900","5346","1","0","0","2","2018-12-28 12:30:02",\N,"2018-12-28 11:55:57","OP200","2018-12-28 12:30:02","2"
"1736","5c25c2458dd2c20181228152717","201054906","5346","1","0","0","2","2018-12-28 15:37:27",\N,"2018-12-28 15:27:37","OP200","2018-12-28 15:37:27","2"
"1738","5c32a17dd9a4e20190107094653","201054992","5346","1","0","0","2","2019-01-07 10:04:04",\N,"2019-01-07 09:47:09","OP200","2019-01-07 10:04:04","2"
"1740","5c32a1b6ed49b20190107094750","201054993","5346","1","0","0","2","2019-01-07 10:04:05",\N,"2019-01-07 09:48:07","OP200","2019-01-07 10:04:05","2"
"1743","5c32b8131686620190107112315","201054997","99","1","0","0","2","2019-01-08 11:00:02",\N,"2019-01-07 11:23:35","OP200","2019-01-08 11:00:02","2"
"1744","5c32b8486742f20190107112408","201054998","99","1","0","0","2","2019-01-08 11:00:03",\N,"2019-01-07 11:24:24","OP200","2019-01-08 11:00:03","2"
"1745","5c32b901e701620190107112713","201055000","99","1","0","0","2","2019-01-08 11:00:04",\N,"2019-01-07 11:27:31","OP200","2019-01-08 11:00:04","2"
"1746","5c32fea03d5f020190107162416","201055021","99","1","0","0","2","2019-01-08 11:00:05",\N,"2019-01-07 16:24:43","OP200","2019-01-08 11:00:05","2"
"1747","5c32fee7d176920190107162527","201055022","99","1","0","0","2","2019-01-09 11:00:06",\N,"2019-01-07 16:25:43","OP200","2019-01-09 11:00:06","2"
"1884","5c878d8338d8820190312194419","201056351","1485","1","0","0","3",\N,\N,"2019-03-12 19:44:41","A158","2019-03-12 19:52:20","2"
"1886","5c88829ed572820190313131006","201056364","1485","1","0","876","2","2019-03-13 13:30:33",\N,"2019-03-13 13:10:29","A158","2019-03-13 15:21:15","2"
"1920","5cac45e041f2520190409161232","201056871","53460","1","0","0","9","2019-04-09 16:16:40",\N,"2019-04-09 16:12:53","OP340","2019-04-09 16:45:19","3"
"1922","5cada0acb422420190410165212","201056895","53460","1","0","0","3",\N,\N,"2019-04-10 16:52:28","A65","2019-04-11 11:51:32","2"
"1924","5caea7493781920190411113241","201056909","53460","1","0","0","9","2019-04-11 11:34:00",\N,"2019-04-11 11:32:52","OP340","2019-04-11 11:44:20","4"
"1925","5caead11a45d220190411115721","201056910","53460","1","0","0","9","2019-05-18 00:00:03",\N,"2019-04-11 11:57:33","OP200","2019-05-18 00:00:03","5"
"1927","5caed1490e71420190411143153","201056915","53460","1","0","0","3",\N,\N,"2019-04-11 14:32:09","CUSTUMER","2019-04-11 15:11:12","2"
"1929","5caedad5d709320190411151237","201056917","53460","1","0","0","3","2019-04-11 15:13:58",\N,"2019-04-11 15:12:48","A65","2019-04-11 16:02:38","3"
"1931","5caee613695c920190411160035","201056918","69960","1","0","0","2","2019-04-11 16:06:10",\N,"2019-04-11 16:00:50","OP340","2019-04-11 16:06:10","2"
"1933","5caee643eb5f120190411160123","201056919","80260","1","0","0","2","2019-04-11 16:06:11",\N,"2019-04-11 16:01:33","OP340","2019-04-11 16:06:11","2"
"1935","5caee66b223e020190411160203","201056920","64760","1","0","0","1",\N,\N,"2019-04-11 16:02:11",\N,\N,"1"
"1938","5caef3e77629a20190411165935","201056923","53460","1","0","0","1",\N,\N,"2019-04-11 16:59:47",\N,\N,"1"
"2029","5cbd492eebe8020190422135510","201057091","1485","1","0","0","1",\N,\N,"2019-04-22 13:55:58",\N,"2019-04-22 01:02:03","1"
"2030","5cbd49a5ad05220190422135709","201057092","1485","1","0","0","1",\N,\N,"2019-04-22 13:57:27",\N,"2019-04-21 01:02:03","1"
"2031","5cbd49f025dad20190422135824","201057093","1485","1","0","0","1",\N,\N,"2019-04-22 13:58:38",\N,"2019-04-20 01:02:03","1"
"2033","5cbd4da89241a20190422141416","201057094","1485","1","0","0","3",\N,\N,"2019-04-22 14:14:35","B5471","2019-04-22 14:26:05","2"
"2035","5cbd4efcd508d20190422141956","201057095","1485","1","0","0","3",\N,\N,"2019-04-22 14:20:13","B5471","2019-04-22 14:25:57","2"
"2124","5d30023365ec920190718142259","201060557","5263","1","0","0","1",\N,\N,"2019-07-18 14:23:34",\N,\N,"1"
"2132","5d3e75ffae1a520190729132847","201060847","1603","1","0","0","1",\N,\N,"2019-07-29 13:30:17",\N,\N,"1"
