"pref","rail","status","register","updater","rgst","updt","created_id","updated_id"
"13","282","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","284","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","285","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","286","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","287","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","288","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","289","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","290","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","291","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","292","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","293","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","294","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","295","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","296","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","297","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","298","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","299","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
"13","300","1","0","0","2014-07-28 21:51:48","2017-06-29 12:02:49","batch","batch"
