"no","pref","name","kana","status","rgst","updt","created_id","updated_id"
"0465241","46","宇検村","ウケンソン","0",,,,
"0465259","46","瀬戸内町","セトウチチョウ","0",,,,
"0465275","46","龍郷町","タツゴウチョウ","0",,,,
"0465291","46","喜界町","キカイチョウ","0",,,,
"0465305","46","徳之島町","トクノシマチョウ","0",,,,
"0465313","46","天城町","アマギチョウ","0",,,,
"0465321","46","伊仙町","イセンチョウ","0",,,,
"0465330","46","和泊町","ワドマリチョウ","0",,,,
"0465348","46","知名町","チナチョウ","0",,,,
"0465356","46","与論町","ヨロンチョウ","0",,,,
"0470007","47",,,"X",,,,
"0472018","47","那覇市","ナハシ","1",,,,
"0472051","47","宜野湾市","ギノワンシ","1",,,,
"0472077","47","石垣市","イシガキシ","1",,,,
"0472085","47","浦添市","ウラソエシ","1",,,,
"0472093","47","名護市","ナゴシ","1",,,,
"0472107","47","糸満市","イトマンシ","1",,,,
"0472115","47","沖縄市","オキナワシ","1",,,,
"0472123","47","豊見城市","トミグスクシ","1",,,,
"0472131","47","うるま市","ウルマシ","1",,,,
"0472140","47","宮古島市","ミヤコジマシ","1",,,,
"0472158","47","南城市","ナンジョウシ","1",,,,
"0473014","47","国頭村","クニガミソン","0",,,,
"0473022","47","大宜味村","オオギミソン","0",,,,
"0473031","47","東村","ヒガシソン","0",,,,
"0473065","47","今帰仁村","ナキジンソン","0",,,,
"0473081","47","本部町","モトブチョウ","0",,,,
"0473111","47","恩納村","オンナソン","0",,,,
"0473138","47","宜野座村","ギノザソン","0",,,,
"0473146","47","金武町","キンチョウ","0",,,,
"0473154","47","伊江村","イエソン","0",,,,
"0473243","47","読谷村","ヨミタンソン","0",,,,
"0473251","47","嘉手納町","カデナチョウ","0",,,,
"0473260","47","北谷町","チヤタンチョウ","0",,,,
"0473278","47","北中城村","キタナカグスクソン","0",,,,
"0473286","47","中城村","ナカグスクソン","0",,,,
"0473294","47","西原町","ニシハラチョウ","0",,,,
"0473481","47","与那原町","ヨナバルチョウ","0",,,,
"0473502","47","南風原町","ハエバルチョウ","0",,,,
"0473537","47","渡嘉敷村","トカシキソン","0",,,,
"0473545","47","座間味村","ザマミソン","0",,,,
"0473553","47","粟国村","アグニソン","0",,,,
"0473561","47","渡名喜村","トナキソン","0",,,,
"0473570","47","南大東村","ミナミダイトウソン","0",,,,
"0473588","47","北大東村","キタダイトウソン","0",,,,
"0473596","47","伊平屋村","イヘヤソン","0",,,,
"0473600","47","伊是名村","イゼナソン","0",,,,
"0473618","47","久米島町","クメジマチョウ","0",,,,
"0473626","47","八重瀬町","ヤエセチョウ","0",,,,
"0473758","47","多良間村","タラマソン","0",,,,
"0473812","47","竹富町","タケトミチョウ","0",,,,
"0473821","47","与那国町","ヨナグニチョウ","0",,,,
