"no","es_code","corp","name","status","register","updater","rgst","updt","created_id","updated_id"
"336","122","1","ＪＲ南武線(尻手－浜川崎)","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"338","124","1","ＪＲ根岸線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"339","125","1","ＪＲ相模線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"340","128","1","ＪＲ御殿場線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"343","311","15","小田急江ノ島線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"349","321","16","こどもの国線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"351","324","17","京急大師線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"352","325","17","京急逗子線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"353","326","17","京急久里浜線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"354","344","20","相鉄本線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"355","345","20","相鉄いずみ野線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"356","489","69","横浜市営地下鉄ブルーライン","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"357","490","69","横浜市営地下鉄グリーンライン","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"358","491","70","横浜シーサイドライン","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"359","492","71","湘南モノレール","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"360","493","72","江ノ島電鉄","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"361","495","73","伊豆箱根鉄道大雄山線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"362","496","74","箱根登山鉄道(小田原－箱根湯本)","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"363","497","74","箱根登山鉄道(箱根湯本－強羅)","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"364","687","198","みなとみらい線","1","0","0","2014-07-23 23:49:09","2017-06-29 12:02:41","batch","batch"
"366","25","1","ＪＲ上越新幹線(越後湯沢－ガーラ湯沢)","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"371","73","1","ＪＲ白新線","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"372","74","1","ＪＲ越後線","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"373","75","1","ＪＲ弥彦線","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"374","76","1","ＪＲ信越本線(篠ノ井－直江津)","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"375","764","1","ＪＲ信越本線(直江津－新潟)","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"376","86","1","ＪＲ飯山線","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"378","148","1","ＪＲ大糸線(南小谷－糸魚川)","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"379","765","0","ＪＲ北陸本線(金沢−直江津)","X","0","0","2014-07-23 23:49:14","2014-07-25 10:13:44","batch","batch"
"380","670","175","北越急行ほくほく線","1","0","0","2014-07-23 23:49:14","2017-06-29 12:02:41","batch","batch"
"381","145","1","ＪＲ高山本線(岐阜－猪谷)","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"382","151","1","ＪＲ高山本線(猪谷－富山)","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"384","153","1","ＪＲ氷見線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"385","154","1","ＪＲ城端線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"386","499","77","富山地方鉄道本線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"387","500","77","富山地方鉄道立山線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"388","501","77","富山地方鉄道不二越線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"389","502","77","富山地方鉄道上滝線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"390","741","77","富山地方鉄道１系統","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"391","742","77","富山地方鉄道２系統","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"392","756","77","富山地方鉄道３系統環状線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"393","508","78","黒部峡谷鉄道","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"394","759","79","万葉線","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"395","695","205","富山ライトレール","1","0","0","2014-07-23 23:49:19","2017-06-29 12:02:41","batch","batch"
"396","152","1","ＪＲ北陸本線(米原－金沢)","1","0","0","2014-07-23 23:49:24","2017-06-29 12:02:41","batch","batch"
"398","155","1","ＪＲ七尾線","1","0","0","2014-07-23 23:49:24","2017-06-29 12:02:41","batch","batch"
"399","511","80","のと鉄道七尾線","1","0","0","2014-07-23 23:49:24","2017-06-29 12:02:41","batch","batch"
"400","512","81","北陸鉄道石川線","1","0","0","2014-07-23 23:49:24","2017-06-29 12:02:41","batch","batch"
"401","513","81","北陸鉄道浅野川線","1","0","0","2014-07-23 23:49:24","2017-06-29 12:02:41","batch","batch"
"403","157","1","ＪＲ九頭竜線","1","0","0","2014-07-23 23:49:29","2017-06-29 12:02:41","batch","batch"
"404","158","1","ＪＲ小浜線","1","0","0","2014-07-23 23:49:29","2017-06-29 12:02:41","batch","batch"
"405","760","83","福井鉄道福武線","1","0","0","2014-07-23 23:49:29","2017-06-29 12:02:41","batch","batch"
"406","516","83","福井鉄道福武線(市役所前－福井駅前)","1","0","0","2014-07-23 23:49:29","2017-06-29 12:02:41","batch","batch"
"407","683","196","えちぜん鉄道勝山永平寺線","1","0","0","2014-07-23 23:49:29","2017-06-29 12:02:41","batch","batch"
"408","684","196","えちぜん鉄道三国芦原線","1","0","0","2014-07-23 23:49:29","2017-06-29 12:02:41","batch","batch"
"410","126","1","ＪＲ小海線","1","0","0","2014-07-23 23:49:34","2017-06-29 12:02:41","batch","batch"
"411","130","1","ＪＲ身延線","1","0","0","2014-07-23 23:49:34","2017-06-29 12:02:41","batch","batch"
"412","517","84","富士急富士急行線","1","0","0","2014-07-23 23:49:34","2017-06-29 12:02:41","batch","batch"
"418","108","1","ＪＲ中央本線(岡谷－辰野－塩尻)","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"420","131","1","ＪＲ飯田線","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"421","132","1","ＪＲ篠ノ井線","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"422","133","1","ＪＲ大糸線(松本－南小谷)","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"423","135","1","ＪＲ中央本線(名古屋－塩尻)","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"425","519","85","長野電鉄長野線","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"426","521","86","上田電鉄別所線","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"427","522","87","松本電鉄上高地線","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"428","671","176","しなの鉄道","1","0","0","2014-07-23 23:49:39","2017-06-29 12:02:41","batch","batch"
"431","137","1","ＪＲ東海道本線(豊橋－米原)","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"432","138","1","ＪＲ東海道本線(大垣－美濃赤坂)","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"433","139","1","ＪＲ太多線","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"435","346","21","名鉄名古屋本線","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"436","347","21","名鉄羽島線","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"437","348","21","名鉄竹鼻線","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"438","352","21","名鉄各務原線","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"439","353","21","名鉄犬山線","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"440","354","21","名鉄広見線(犬山－新可児)","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"441","355","21","名鉄広見線(新可児－御嵩)","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"442","523","89","長良川鉄道","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"443","524","90","樽見鉄道","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"444","525","91","明知鉄道","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"445","699","208","養老鉄道養老線","1","0","0","2014-07-23 23:49:45","2017-06-29 12:02:41","batch","batch"
"449","129","1","ＪＲ伊東線","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"452","136","1","ＪＲ東海道本線(熱海－豊橋)","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"453","494","73","伊豆箱根鉄道駿豆線","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"454","526","92","伊豆急行線","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"455","527","93","岳南鉄道線","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"456","528","94","静岡鉄道静岡清水線","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"457","529","95","大井川鐵道大井川本線","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"458","530","95","大井川鐵道井川線","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"459","531","96","天竜浜名湖鉄道","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"460","532","97","遠州鉄道","1","0","0","2014-07-23 23:49:50","2017-06-29 12:02:41","batch","batch"
"466","140","1","ＪＲ関西本線(名古屋－亀山)","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"467","143","1","ＪＲ武豊線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"469","349","21","名鉄尾西線(弥富－名鉄一宮)","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"470","350","21","名鉄尾西線(名鉄一宮－玉ノ井)","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"471","351","21","名鉄津島線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"474","356","21","名鉄小牧線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"475","357","21","名鉄築港線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"476","358","21","名鉄常滑線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"477","359","21","名鉄空港線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"478","360","21","名鉄河和線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"479","361","21","名鉄知多新線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"480","362","21","名鉄豊田線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"481","363","21","名鉄三河線(猿投－知立)","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"482","364","21","名鉄三河線(知立－碧南)","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"483","365","21","名鉄西尾線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"484","366","21","名鉄蒲郡線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"485","367","21","名鉄豊川線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"486","368","21","名鉄瀬戸線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"487","372","22","近鉄名古屋線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"488","533","98","豊橋鉄道渥美線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"489","534","98","豊橋鉄道東田本線(駅前－赤岩口)","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"490","535","98","豊橋鉄道東田本線(井原－運動公園)","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"491","536","99","愛知環状鉄道","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"492","537","100","名古屋市営地下鉄東山線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"493","754","100","名古屋市営地下鉄名城線左回り","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"494","755","100","名古屋市営地下鉄名城線右回り","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"495","540","100","名古屋市営地下鉄名港線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"496","541","100","名古屋市営地下鉄鶴舞線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"497","542","100","名古屋市営地下鉄桜通線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"498","543","100","名古屋市営地下鉄上飯田線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"499","544","102","東海交通事業城北線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"500","690","200","名古屋臨海高速鉄道あおなみ線","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"501","691","201","愛知高速交通リニモ","1","0","0","2014-07-23 23:49:55","2017-06-29 12:02:41","batch","batch"
"503","141","1","ＪＲ紀勢本線(亀山－新宮)","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"504","142","1","ＪＲ参宮線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"505","144","1","ＪＲ名松線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"506","149","1","ＪＲ関西本線(亀山－ＪＲ難波)","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"507","161","1","ＪＲ草津線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"508","369","22","近鉄大阪線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"510","373","22","近鉄湯の山線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"511","374","22","近鉄鈴鹿線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"512","375","22","近鉄山田線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"513","376","22","近鉄鳥羽線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"514","377","22","近鉄志摩線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"515","391","0","近鉄内部線","X","0","0","2014-07-23 23:50:00","2014-07-25 10:14:24","batch","batch"
"516","392","0","近鉄八王子線","X","0","0","2014-07-23 23:50:00","2014-07-25 10:14:24","batch","batch"
"517","545","103","三岐鉄道三岐線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"518","546","103","三岐鉄道北勢線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"519","547","104","伊勢鉄道","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"520","698","207","伊賀鉄道伊賀線","1","0","0","2014-07-23 23:50:00","2017-06-29 12:02:41","batch","batch"
"525","159","1","ＪＲ琵琶湖線","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"526","160","1","ＪＲ湖西線","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"528","773","212","比叡山鉄道坂本ケーブル","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"529","410","24","京阪京津線","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"530","411","24","京阪石山坂本線","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"531","548","105","近江鉄道本線","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"532","549","105","近江鉄道多賀線","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"533","550","105","近江鉄道八日市線","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"534","551","106","信楽高原鐵道","1","0","0","2014-07-23 23:50:05","2017-06-29 12:02:41","batch","batch"
"540","162","1","ＪＲ大和路線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"541","163","1","ＪＲ奈良線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"542","169","1","ＪＲ学研都市線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"543","177","1","ＪＲ京都線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"544","181","1","ＪＲ福知山線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"545","183","1","ＪＲ嵯峨野線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"546","186","1","ＪＲ舞鶴線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"547","189","1","ＪＲ山陰本線(園部－鳥取)","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"548","382","22","近鉄京都線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"549","404","24","京阪本線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"550","406","24","京阪鴨東線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"551","408","24","京阪宇治線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"552","409","24","京阪男山ケーブル","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"554","420","25","阪急京都本線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"555","422","25","阪急嵐山線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"556","552","107","叡山電鉄叡山本線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"557","553","107","叡山電鉄鞍馬線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"558","554","108","嵐電嵐山本線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"559","555","108","嵐電北野線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"560","556","109","京都市営地下鉄烏丸線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"561","557","109","京都市営地下鉄東西線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"562","558","110","嵯峨野観光鉄道","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"563","559","111","京都丹後鉄道宮福線","1","0","0","2014-07-23 23:50:10","2017-06-29 12:02:41","batch","batch"
"564","761","0","北近畿タンゴ鉄道宮津線","X","0","0","2014-07-23 23:50:10","2014-07-25 10:14:50","batch","batch"
"566","146","1","ＪＲ山陽新幹線","1","0","0","2014-07-23 23:50:16","2017-06-29 12:02:40","batch","batch"
"569","167","1","ＪＲおおさか東線","1","0","0","2014-07-23 23:50:16","2017-06-29 12:02:41","batch","batch"
"571","171","1","ＪＲ関西空港線","1","0","0","2014-07-23 23:50:16","2017-06-29 12:02:41","batch","batch"
"572","172","1","ＪＲ阪和線(天王寺－和歌山)","1","0","0","2014-07-23 23:50:16","2017-06-29 12:02:41","batch","batch"
"573","173","1","ＪＲ阪和線(鳳－東羽衣)","1","0","0","2014-07-23 23:50:16","2017-06-29 12:02:41","batch","batch"
